status,city,state,country,classification,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,reason_for_recall_simplified,recall_initiation_date,center_classification_date,report_date,code_info,termination_date
Terminated,Austin,TX,United States,3,74864,Whole Foods Market,550 Bowie St,,78703-4648,Voluntary: Firm Initiated,E-Mail,Nationwide,F-2149-2016,"Grassfields Fait Gras Cheese, cut and wrapped in clear plastic",105.16 pounds,Possible contamination with Shiga toxin-producing E. coli (STEC).,Toxin,2016-08-03,2016-09-16,2016-09-28,"PLU codes that range from 0206151 to 0206159 and ""sell by"" dates through 9/2/2016 ",2017-01-23
Terminated,Austin,TX,United States,3,74864,Whole Foods Market,550 Bowie St,,78703-4648,Voluntary: Firm Initiated,E-Mail,Nationwide,F-2148-2016,"Grassfields Lamont Cheddar Cheese, cut and wrapped in clear plastic",283.03 pounds,Possible contamination with Shiga toxin-producing E. coli (STEC).,Toxin,2016-08-03,2016-09-16,2016-09-28,"PLU codes that range from 0206151 to 0206159 and ""sell by"" dates through 9/2/2016 ",2017-01-23
Terminated,Richmond,VA,United States,2,75227,Interbake Foods,3951 Westerre Pkwy Ste 200,,23233-1312,Voluntary: Firm Initiated,E-Mail,"US: IA, PA, TN, WI.    OUS: CANADA",F-0942-2017,"Girl Scout Peanut Butter Sandwich, NET WT 8 0Z (227 g). UPC 0 20200 07007 8, ABC Bakers/Interbake Foods LLC, Richmond, VA 23233.","9,537 cases",A single lot code of peanut butter used by the firm contained elevated aflatoxin levels,Toxin,2016-09-01,2016-12-21,2016-12-28,07GF23X8  07GF24Z8  07GF24Y8 ,2017-03-28
Terminated,Suffolk,VA,United States,2,64717,Producers Peanut Company Inc,337 Moore Ave,,23434-3819,Voluntary: Firm Initiated,Telephone,"Distributed in New York, Virginia, Illinois, Maryland, and exported to Barbados.",F-1294-2013,"America Farm Peanut Granules, bulk packed in 30 lb plastic bags in a box, and labeled in part ***Manufactured by Producers Peanut Co., Inc. 337 Moore Ave., Suffolk, VA 23434***",1 box/30 lbs,Peanut butter may contain aflatoxins above allowable levels.,Toxin,2013-03-14,2013-04-04,2013-04-10,"2/12/2013, 2/13/2013, POD FEB 12 2013,   POD FEB 2013, and 01.13.2015 ",2013-06-21
Terminated,Suffolk,VA,United States,2,64717,Producers Peanut Company Inc,337 Moore Ave,,23434-3819,Voluntary: Firm Initiated,Telephone,"Distributed in New York, Virginia, Illinois, Maryland, and exported to Barbados.",F-1291-2013,"Happy Kids Creamy Peanut Butter, packed in 8 oz, 12 oz, 28 oz, 40 oz jars; packed 12 jars/box and 6 jars/box (40 oz), and labeled in part ******Manufactured by Producers Peanut Co., Inc. 337 Moore Ave., Suffolk, VA 23434***",1122 cs= 12798 lbs (creamy),Peanut butter may contain aflatoxins above allowable levels.,Toxin,2013-03-14,2013-04-04,2013-04-10,EXP 02.13.2015 ,2013-06-21
Terminated,Chicago,IL,United States,2,66588,Quaker Foods and Snacks North America,555 W Monroe St,,60661-3605,Voluntary: Firm Initiated,Letter,"US: Nationwide (AL, FL, GA, IL, IN, KS, KY, MI, MO, MS, NC, OH, SC, TN, WI)",F-0172-2014,White grits packaged in a paper bag labeled in part: Smooth & Creamy; Aunt Jemima; Quick GRITS; Cooks in about 5 minutes; ENRICHED WHITE HOMINY; NET WT 36.8 oz. (2 lb. 4.8 oz.) 1043g,"2,720 cases (32,640 bags)","Some Aunt Jemima brand Buttermilk Self-Rising Corn Meal Mix, Quick Grits Enriched with White Hominy, and Buttermilk Self-Rising Corn Meal Mix White have levels of aflatoxin above the legal limit..",Toxin,2013-10-08,2013-11-13,2013-11-20,"Aunt Jemima Quick Grits Enriched White Hominy:     UPC:30000 04260, 300000 42601;     Best Before Date: February 26, 2014 ",2016-06-22
Terminated,City of Industry,CA,United States,1,35761,Mandalay Trading Corporation,903 S Azusa Ave,,91748,Voluntary: Firm Initiated,Letter,"CA, NV, NM, WA, GA, NJ,",F-1199-2013,"Tausi Brand Salted Black Beans, 180g (6.34oz), 100 cans/carton This product is in a two piece can with a single seam. This 6.34 oz can is wrapped with a label containing, red, yellow, and black text labeled in part ""Tausi Brand Salted Black Beans***Distributed by: V8 Commercial Co, Inc. San Juan, Metro Manila Produc of the Phillipines***Ingredients: Black Beans, water, Iodized salt, sugar and caramel Net wt. 180g(6.34oz)**BB:___""",530 cartons,Mandalay Trading is recalling Tausi Brand Salted Black Beans because it may have the potential for pathogen growth and toxin formation due to Clostridium botulinum or other spoilage organisms.,Toxin,2013-01-25,2013-03-14,2013-03-20,"BB Mar 16, 2014  BB Mar 17, 2014  BB Mar 20, 2014  BB Aug 14, 2014  BB Sept 11, 2014  BB Sept 12, 2014 ",2013-04-15
Terminated,Carolina,PR,United States,2,66343,Borinquen Natural,1265 Calle Marginal Villamar STE 3,Urb. Villamar,00979,Voluntary: Firm Initiated,Visit,PR only.,F-0691-2014,"HCG Premium, Hormone-Free Drops 60 mL","1418, total for all varieties","Distributed dietary supplements with the following claims: ""drops the fat, expels toxins, break down fat, block carbohydrates, suppresses appetite, suppresses fat absorption, creates a balance in the thyroid"". In addition, the firm's website claimed to repair body tissue, such as minor ulcers and to contain anti-cancer compounds.",Toxin,2013-09-09,2013-12-03,2013-12-11,none ,2017-04-26
Terminated,Orrville,OH,United States,2,66370,J M Smucker Co,1 Strawberry Ln,,44667-1241,Voluntary: Firm Initiated,Letter,"Product was shipped to the following states: AL, AR, AZ, CA, CO, FL, GA, HI, IL, IN, KS, KY, LA, MD, ME, MO, MS, NC, NE, NM, NY, NV, OH, OK, PA, SC, TN, TX, UT, VA, WA, WI and WY.",F-0106-2014,"Gladiola¿ White Cornbread Mix, Net Wt 6 oz (170g) Laminated Pouch Mfg Code 3101 501 BEST IF USED BY: 11 APR 14 Product labeled in part, INGREDIENTS: ENRICHED DEGERMINATED WHITE CORN MEAL, AND ENRICHED BLEACHED FLOUR***PARTIALLY DEHYDROGENATED SOYBEAN OIL, DEXTROSE, BAKING POWDER***MAY CONTAIN***DISTRIBUTED BY: MARTHA WHITE FOODS, INC. P.O. BOX 751030, MEMPHIS, TN 38175***0 13300 54133 3","4,986cs/12/6oz pouches",The states of Alabama and North Carolina through independent testing notified JM Smucker that aflatoxin levels exceeded FDA specification (<20 ppb). Levels tested ranged from 30 ppb to 207 ppb.,Toxin,2013-09-23,2013-11-04,2013-11-13,3101 501 BEST IF USED BY: 11 APR 14 ,2014-06-19
Terminated,Orrville,OH,United States,2,66370,J M Smucker Co,1 Strawberry Ln,,44667-1241,Voluntary: Firm Initiated,Letter,"Product was shipped to the following states: AL, AR, AZ, CA, CO, FL, GA, HI, IL, IN, KS, KY, LA, MD, ME, MO, MS, NC, NE, NM, NY, NV, OH, OK, PA, SC, TN, TX, UT, VA, WA, WI and WY.",F-0109-2014,"Martha White¿ SELF-RISING BUTTERMILK CORN MEAL MIX White-Enriched Hot Rize NET WT 32 OZ (2 LB) 907g Paper Bag Mfg Code 3151 511 BEST IF USED BY: 31 JAN 14 Product labeled in part, INGREDIENTS: ENRICHED WHITE CORN MEAL, WHEAT FLOUR AND DEGERMINATED WHITE CORN MEAL***BAKING POWDER***BUTTERMILK; SALT.***CONTAINS: MILK AND WHEAT INGREDIENTS***DISTRIBUTED BY: MARTHA WHITE FOODS, INC. P.O. BOX 751030, MEMPHIS, TN 38175***0 13300 18301 4","1,692 cs/12/2lb bags",The states of Alabama and North Carolina through independent testing notified JM Smucker that aflatoxin levels exceeded FDA specification (<20 ppb). Levels tested ranged from 30 ppb to 207 ppb.,Toxin,2013-09-23,2013-11-04,2013-11-13,3151 511 BEST IF USED BY: 31 JAN 14 ,2014-06-19
Terminated,Suffolk,VA,United States,2,64717,Producers Peanut Company Inc,337 Moore Ave,,23434-3819,Voluntary: Firm Initiated,Telephone,"Distributed in New York, Virginia, Illinois, Maryland, and exported to Barbados.",F-1292-2013,"Happy Kids Crunchy Peanut butter, packed in 8 oz, 12 oz, 28 oz, packed 12 jars/cs and 40 oz jars, packed 6 jars/cs; jars are labeled in part ***Manufactured by Producers Peanut Co., Inc. 337 Moore Ave., Suffolk, VA 23434***",506 cs= 5760 lbs (crunchy),Peanut butter may contain aflatoxins above allowable levels.,Toxin,2013-03-14,2013-04-04,2013-04-10,EXP 02.13.2015 ,2013-06-21
Terminated,Little Compton,RI,United States,2,84440,Northern Fisheries Ltd.,21 Burchard Ave,,02837-1602,Voluntary: Firm Initiated,E-Mail,"Distributors in 5 states: FL, GA, NY, IL and RI",F-0460-2020,"Frozen Yellowfin Tuna Ground Meat, Keep Frozen, Imported/Distributed: Mical Seafood Inc., 10400 Griffin Rd, Suite #209, Cooper City, Florida 33328","1,251 cases",Products have the potential to cause scombrotoxin fish poisoning because they may have increased levels of histamine.,Toxin,2019-12-06,2020-01-06,2020-01-01,all 2019 production dates codes ,2020-06-12
Terminated,Orrville,OH,United States,2,66370,J M Smucker Co,1 Strawberry Ln,,44667-1241,Voluntary: Firm Initiated,Letter,"Product was shipped to the following states: AL, AR, AZ, CA, CO, FL, GA, HI, IL, IN, KS, KY, LA, MD, ME, MO, MS, NC, NE, NM, NY, NV, OH, OK, PA, SC, TN, TX, UT, VA, WA, WI and WY.",F-0105-2014,"Martha White¿ SELF-RISING Corn Meal Bolted White Enriched Hot Rize Net Wt 5 lb (2.26 kg) Paper bag, Mfg Code 3127 511 BEST IF USED BY: 7-Jan-14,  Product labeled in part, INGREDIENTS: ENRICHED BOLTED WHITE CORN MEAL***BAKING POWDER***SALT***DISTRIBUTED BY: MARTHA WHITE FOODS, INC. P.O. BOX 751030, MEMPHIS, TN 38175***013300 18701 2","1,678 cs/8/5 lb bags",The states of Alabama and North Carolina through independent testing notified JM Smucker that aflatoxin levels exceeded FDA specification (<20 ppb). Levels tested ranged from 30 ppb to 207 ppb.,Toxin,2013-09-23,2013-11-04,2013-11-13,3127 511 BEST IF USED BY: 7-Jan-14 ,2014-06-19
Terminated,Chipley,FL,United States,2,65446,"Hoover Mill, Inc.",1061 Commerce Ave,,32428-6395,Voluntary: Firm Initiated,E-Mail,Alabama,F-1579-2013,ARNETT'S SELF RISING CORN MEAL NET WEIGHT 24 OZ. (1LB. 8 OZ) 680g,"7,068 bags",Due to high levels of aflatoxin,Toxin,2013-04-10,2013-06-28,2013-07-10,"UPC #70582-20001  Lot # ""Sell By 2-21-14""  Exp date 2-21-14 ",2013-07-03
Terminated,Castel D' Azzano,,Italy,2,72526,Bauli,Via G. Verdi 31,,,Voluntary: Firm Initiated,E-Mail,NY,F-0340-2016,"Doria AUTHENTIC ITALIAN GOODNESS, Amaretti BISCUITS, Net Wt. 8.81 oz (250g), UPC 799540801696, BAULI S.p.A Via Verdi, 31 37060 Castel d'Azzano (VR) Stabilimento di Via Pontebbana, 32 Orsago (Treviso) Italia.  PRODUCT OF ITALY",495 cartons/12 pieces/8.81 oz,Bauli S.p.A. has initiated a recall due to high levels of Aflatoxin B1,Toxin,2015-10-27,2015-12-02,2015-12-09,Lot codes: LD79 & LD80 ,2017-05-08
Terminated,Jacksonville,FL,United States,2,61291,Sunshine Peanut Company,57 Cantee St,,32204-1701,Voluntary: Firm Initiated,Letter,"Product was distributed to distributors in CA, FL, NJ, and WA.",F-0115-2013,"Sunny Boy NoSalt Peanut Butter.    No label was provided by the firm for this product. Product would have been labeled in part:  ""***SunnyBoy CREAMY PEANUT BUTTER***Net Wt. 35lb. (15.89KG)***Product of USA***""    Marion C.I. (US Food)Lot 112012 - 12 Pails shipped.",12 pails,"On 02/17/2012 Sunshine Peanut Company initiated a recall of Sunny Boy and Sunshine Peanut Brand Peanut Butter, Codes 112012, 112312, 112412, 113112, and 120112.  Routine sampling by USDA found the products to contain Aflatoxin levels greater than 20 ppb.",Toxin,2012-02-17,2012-10-16,2012-10-24,lot code: 112012 ,2013-11-01
Terminated,Richmond,VA,United States,2,75227,Interbake Foods,3951 Westerre Pkwy Ste 200,,23233-1312,Voluntary: Firm Initiated,E-Mail,"US: IA, PA, TN, WI.    OUS: CANADA",F-0943-2017,"Benton's Peanut Butter filled Cookies covered in Rich Fudge, NET WT 9.5 OZ (269 g), UPC 041 498 1896 55, Distributed by ALDI INC.    Great Value, Fudge Covered Peanut Butter, 269 g, Imported for Wal-Mart Canada Corp, Product of USA, UPC 6 28915 24342 0.","22,321 cases",A single lot code of peanut butter used by the firm contained elevated aflatoxin levels,Toxin,2016-09-01,2016-12-21,2016-12-28,434205217A  896505217A  896505217B  896505217C  896505227A ,2017-03-28
Terminated,Portland,OR,United States,2,81862,"Apple Foods, Inc.",444 SE Caruthers St,,97214-4542,Voluntary: Firm Initiated,Telephone,distributed in Oregon,F-0874-2019,"Diced Onions, packaged in vacuum sealed clear polybags, 5 pounds each, four packages per case.  Product is sold under brand name Apple Foods.    This product distributed with the words ""Keep Refrigerated"" on case labels but it does not instruct to keep refrigerated under 38 F.  There are no labels on individual bags.",162/5 lb. bags,"Raw diced onions, packaged in vacuum bags, are recalled due to a potential for Clostridium botulinum growth and toxin formation.",Toxin,2018-12-20,2019-02-11,2019-02-13,No codes ,2019-02-11
Terminated,Coopersville,MI,United States,3,74887,"Grassfields Cheese, LLC",14238 60th Ave,,49404-9707,Voluntary: Firm Initiated,Press Release,"MI, GA, IL, IN, CT, NY, CO, WA, TN, OH",F-2469-2016,"Polkton Corners  12 pound wheels, Six pound half wheels, and wedges of various sizes ranging from less than 12 pounds to 1/3 pound.  Wheels and half wheels are sold packaged in cheese paper and wedges are sold packaged in clear plastic cryovac.     Refrigerated, Organic raw milk cheese.",2250 lbs,"contamination with Shiga toxin-producing E. coli (STEC), a bacteria that can cause serious illness in humans. E.coli infection symptoms vary by individual, but often include severe stomach cramps, diarrhea (often bloody), and vomiting. If there is fever, it usually is not very high (less than 101¿F/less than 38.5¿C). Most people get better within 57 days. Some infections are very mild, but others are severe or even life-threatening. Around 510% of those diagnosed with Shiga-toxin producing E.coli infections develop a potentially life-threatening complication known as hemolytic uremic syndrome (HUS). Signs that a person is developing HUS include decreased frequency of urination, feeling very tired, and losing pink color in cheeks and inside the lower eyelids. Persons with HUS should be hospitalized because their kidneys may stop working and they may develop other serious problems. Most persons with HUS recover within a few weeks, but some suffer permanent damage or die.",Toxin,2016-08-03,2016-09-23,2016-10-05,All product on market.  Any manuafcturing date prior to 8.1.16; date printed immediately below the cheese variety name represents the manufacturing date ,2016-11-17
Terminated,Eagle River,AK,United States,2,65767,"Mike's Quality Meats, Inc.",12110 Business Blvd,,99577-7741,Voluntary: Firm Initiated,Telephone,Two restaurants -  one in Alaska and one in Oregon,F-1882-2013,Frozen Hot Smoked Vacuum Packed Salmon,65 - 1.5lb pieces,"Frozen Hot Smoked Vacuum-Packed Salmon packaged in 1.5 lb packages is being recalled due to missing information on the label.  Specifically, ""Important:  Keep Frozen Until Used.  Thaw under Refrigerated immediately before use"".  Failure to provide instructions on the label for proper storage and handling of the product can cause Clostridium botulinum to grow and produce toxin.",Toxin,2013-07-17,2013-09-16,2013-09-25,Batch number 71013 (this represents the production date)    Best by date is 12/10/13 ,2013-09-16
Terminated,Chipley,FL,United States,2,65446,"Hoover Mill, Inc.",1061 Commerce Ave,,32428-6395,Voluntary: Firm Initiated,E-Mail,Alabama,F-1580-2013,Dixie Lily Stone Ground Meal 24 oz & 5lbs,5440 bags,Due to high levels of aflatoxin,Toxin,2013-04-10,2013-06-28,2013-07-10,"24 oz-UPC #05663-10739 Lot # ""Sell By 2-27-14""  ; 5 lbs.-UPC #05663-10239 Lot # ""Sell By 3-1-14"" ",2013-07-03
Terminated,Elba,AL,United States,2,69958,"Pea River Peanut Company, LLC",22877 Highway 87,,36323,Voluntary: Firm Initiated,Visit,AL,F-0745-2015,"Pea River Raw Shelled Raw Fine Alabama Grown Peanuts, Net Wt. 2.5 lbs",280 units,Product testing at the supplier found aflatoxin above 20 ppb,Toxin,2014-12-01,2014-12-19,2014-12-31,None ,2014-12-30
Terminated,El Cajon,CA,United States,2,70505,Sunfood Corportation,1830 Gillespie Way Ste 101,,92020-0922,Voluntary: Firm Initiated,Press Release,"Nationwide in US and worldwide to Japan, Australia, AE, Singapore",F-1586-2015,"Organic Sacha Inchi Powder, 8oz. white poly bags, UPC 803813-28444 1.    Organic Sacha Inchi Powder, bulk.",4841.30 lbs.,Sunfood is recalling Sacha Inchi Powder because it has the potential to be contaminated with Staphylococcus enterotoxin.,Toxin,2015-02-11,2015-03-24,2015-04-01,"Lot No. 141027 (retail), 141111 (bulk). ",2015-03-24
Ongoing,Ludington,MI,United States,2,88835,Occidental Chemical Corporation,1600 S Madison St,,49431-2568,Voluntary: Firm Initiated,Letter,"Distributors in KY, WI, PA,  IL, LA, and CANADA",F-0088-2022,"Food grade Anhydrous 94-97% Calcium Chloride Pellets, 50 lb. plastic bag","11,275 bags",product may be contaminated with fragments of blue high density polyethylene (HDPE),Polyethylene,2021-10-06,2021-11-01,2021-11-03,"Batches 364JD284A, 364JD284B, and 364JD284C ",NA
Terminated,Port Washington,NY,United States,1,80620,Confidence Inc./Confidence U.S.A. Inc.,138 Haven Ave Ste 101,,11050-3924,Voluntary: Firm Initiated,Letter,Nationwide,F-1816-2018,"FP0391 Confidence, Glucosamine Plus, With Hyaluronic Acid + Curcumin & Boswellia, 60 Extended Release Tablets, UPC: 8 92483 00106 9","5,650 bottles in US distribution (total for all products)","Product contains undeclared ingredients, Hydroxypropyl Methylcellulose (HPMC), Titanium Dioxide, Polyethylene Glycol (PEG), Triacetin.",Polyethylene,2018-07-26,2018-08-13,2018-08-22,Lot# 030616 ,2019-10-22
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1505-2016,"Silver Source Clear Fry Oil, Net Wt. 35 LB (15.88 kg), Distributed by: Performance Food group, Richmond, VA 23238, UPC 00806795022353","13,740 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCL023Y, Lot #'s 01252016, 01262016, 01272016, 01282016, 02012016, 02022016, 02032016, 02042016 and 02052016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1489-2016,"Town & Country Pan & Grill Oil Net Wt. 35 LB (15.88), Distributed by: Oasis Foods, Inc. Hillside, NJ 07205, UPC 7 32146 24948 4",unknown,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCG02TO, Lot #'s 02042016 and  02082016 ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1490-2016,"Frosty Acres Restaurant's Pride Advantage Clear Fry Oil, Net Wt. 35 LB (15.88), Packed for F.A.B. Inc., General Offices: Alpharetta, GA 30005, UPC 0 4820054764 2",180 containers,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCL021L, Lot # 02022016 ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1496-2016,"Ex-Seed Premium Creamy Liquid Shortening, Net Wt. 35 LB (15.88), Distributed by Oasis Foods, Inc. Hillside, NJ 07205, UPC 7 32146 18896 9",124 Containers,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCE02EX, Lot #02052016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1508-2016,"Silver Source Soy Salad Oil, Net Wt. 35 LB (15.88 kg), Distributed by: Performance Food Group, Richmond, VA 23238, UPC 00806795022346","1,200 Containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOSB023Y, Lot #01282016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1497-2016,"Oasis Foods Golden Fry Clear Liquid Shortening, Net Wt. 35 LB (15.88), Distributed by Oasis Foods, Inc. Hillside, NJ 07205, UPC 7 32146 10458 7","14,476 Containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCL02OA, Lot #'s 01262016, 01272016, 01282016, 01292016, 02012016, 02022016, 02032016, 02042016 and 02052016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1509-2016,"Silver Source Clear Canola Fry Oil, Net Wt. 35 LB (15.88 kg), Distributed by: Performance Food Group, Richmond, VA 23238, UPC 008 06795 02237 7",Unknown,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: TMCF023Y, Lot #01272016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1491-2016,"Pocahontas Clear Liquid Frying Shortening, Net Wt. 35 LB (15.88), Distributed by Progressive Group Alliance, Inc., Richmond, VA 23228, UPC 7 32146 18196 0","4,905 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCL02PH Lot #'s 01252016, 02012016, 02022016 and 02082016. ",2017-06-27
Terminated,Port Washington,NY,United States,1,80620,Confidence Inc./Confidence U.S.A. Inc.,138 Haven Ave Ste 101,,11050-3924,Voluntary: Firm Initiated,Letter,Nationwide,F-1814-2018,"FP0292 Confidence Nitro-Cross 60s, UPC# 8 92483 00155 7","5,650 bottles in US distribution (total for all products)","Product contains undeclared ingredients, Hydroxypropyl Methylcellulose (HPMC), Titanium Dioxide, Polyethylene Glycol 400 and 800 (PEG), Triacetin",Polyethylene,2018-07-26,2018-08-13,2018-08-22,Lot# 070616 ,2019-10-22
Terminated,Port Washington,NY,United States,2,80995,Confidence Inc./Confidence U.S.A. Inc.,138 Haven Ave,,11050-3924,Voluntary: Firm Initiated,Letter,"NY, MI, TN, FL, IL, WI, NJ, MD, TX, CA, VA, LA, MS, WA, SC, OH, NV, NE, PA, HI,",F-1972-2018,"FP0392, For-Men-10, All Natural Formula to Overall Men's Health, A Dietary Supplement, 60 Tablets,  UPC: 8 92483 00139 7",2016 bottles,"Product contains undeclared ingredients, Hydroxypropyl Methylcellulose (HPMC), Titanium Dioxide, Polyethylene Glycol (PEG), Triacetin, FD&C Yellow #6 (Sunset Yellow FCF), FD&C Red #40 (Allura Red AC), FD&C Blue #1 (Aluminum Lake).",Polyethylene,2018-09-04,2018-09-21,2018-10-03,Lot# 020116 ,2019-11-05
Terminated,Port Washington,NY,United States,2,80620,Confidence Inc./Confidence U.S.A. Inc.,138 Haven Ave Ste 101,,11050-3924,Voluntary: Firm Initiated,Letter,Nationwide,F-1815-2018,"FP0692, Confidence, Prenatal Multi-V + DHA, 90 tablets per bottle, UPC# 8 10891 02056 4","5,650 bottles in US distribution (total for all products)","Product contains undeclared ingredients, Hydroxypropyl Methylcellulose (HPMC), Titanium Dioxide, Polyethylene Glycol (PEG), Triacetin, FD&C Yellow #6 (Sunset Yellow FCF), FD&C Red #40 (Allura Red AC), FD&C Yellow #5 (Tartrazine), and FD&C Blue #2 (Indigotine).",Polyethylene,2018-07-26,2018-08-13,2018-08-22,Lot# 110516 ,2019-10-22
Terminated,Port Washington,NY,United States,1,80620,Confidence Inc./Confidence U.S.A. Inc.,138 Haven Ave Ste 101,,11050-3924,Voluntary: Firm Initiated,Letter,Nationwide,F-1813-2018,"FP0392, Confidence, Glucosamine Plus, with White Willow Bark & Boswella, 90 Extended Release Tablets, UPC# 8 10891 02253 7","5,650 bottles in US distribution (total for all products)","Product contains undeclared ingredients, Hydroxypropyl Methylcellulose (HPMC), Titanium Dioxide, Polyethylene Glycol 400 and 800 (PEG), Triacetin",Polyethylene,2018-07-26,2018-08-13,2018-08-22,Lot# 010216  Lot# 070816  Lot# 090117  Lot# 100817 ,2019-10-22
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1502-2016,"Chef's Quality Corn Oil, Net Wt. 35 LBS (15.87 KG), Distributed by: R.D. Enterprises, Inc., College Point, NY 11356, UPC 7 60695 00934 3",Unknown,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOCO02QB, Lot #02032016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1507-2016,"Silver Source Canola Salad Oil, Net Wt. 35 LB (15.88 kg), Distributed by: Performance Food Group, Richmond, VA 23238, UPC 00806795427707",540 Containers,Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FOCA023Y, Lot #02042016 and Product Code: TMCA02E, Lot #01272016. ",2017-06-27
Terminated,Hillside,NJ,United States,2,73510,"Oasis Trading Co., Inc.",465 Hillside Ave,,07205-1121,Voluntary: Firm Initiated,Letter,"CO, CT, DC, DE, MA, MD, ME, NJ, NY, PA, PR, RI, VA",F-1492-2016,"Oasis Foods Creamy Liquid Fry Shortening, Net Wt. 35 LB (15.88), Distributed by Oasis Foods, Inc., Hillside, NJ 07205, UPC 7 32146 10540 9","2,360 containers",Liquid Oil products were reported to contain a high density polyethylene resin trim ring in the 35 lb bottles.,Polyethylene,2016-02-12,2016-06-16,2016-06-22,"Product Code: FLCR02OA, Lot #'s 01272016 and 01292016. ",2017-06-27
